post_id,account_id,account_type,follower_count,media_type,content_category,traffic_source,has_call_to_action,post_datetime,post_date,post_hour,day_of_week,likes,comments,shares,saves,reach,impressions,engagement_rate,followers_gained,caption_length,hashtags_count,performance_bucket_label,engagement_rate_pct
IG0004260,15,creator,8167,carousel,Technology,External,1,2025-06-02 11:00:00,2025-06-02,11,Monday,331,7,20,65,5056,6206,0.0682,79,141,7,viral,6.82
IG0004261,17,creator,15923,image,Technology,Reels Feed,0,2025-10-30 09:00:00,2025-10-30,9,Thursday,340,6,19,40,6150,8257,0.049,235,116,3,high,4.9
IG0004284,11,creator,9044,reel,Technology,Explore,0,2025-02-25 02:00:00,2025-02-25,2,Tuesday,805,20,40,0,14315,17033,0.0508,352,120,2,viral,5.08
IG0004311,8,creator,15986,image,Technology,Explore,0,2024-12-13 18:00:00,2024-12-13,18,Friday,99,4,2,16,2386,3540,0.0342,815,117,7,medium,3.42
IG0004327,2,creator,22291,reel,Technology,Profile,1,2025-09-19 11:00:00,2025-09-19,11,Friday,234,6,8,35,4127,5129,0.0552,648,133,6,high,5.52
IG0004330,6,creator,10034,image,Technology,Profile,1,2025-06-10 07:00:00,2025-06-10,7,Tuesday,228,7,8,30,13177,18850,0.0145,837,132,10,low,1.45
IG0004344,14,brand,3083,carousel,Technology,Profile,0,2025-03-16 00:00:00,2025-03-16,0,Sunday,608,25,22,74,8377,12117,0.0602,628,124,8,viral,6.02
IG0004348,17,brand,15923,carousel,Technology,Profile,1,2025-09-18 10:00:00,2025-09-18,10,Thursday,325,6,14,41,8431,10539,0.0366,813,131,3,medium,3.66
IG0004351,4,creator,4972,reel,Technology,External,0,2025-05-03 21:00:00,2025-05-03,21,Saturday,1241,37,70,203,23484,27717,0.056,237,101,10,viral,5.6
IG0004360,6,brand,10034,reel,Technology,Explore,0,2025-08-13 12:00:00,2025-08-13,12,Wednesday,309,7,12,52,4312,5412,0.0702,35,129,8,viral,7.02
IG0004372,9,creator,6916,reel,Technology,Reels Feed,1,2025-05-28 19:00:00,2025-05-28,19,Wednesday,46,0,0,10,976,1263,0.0443,507,114,12,high,4.43
IG0004398,7,brand,3551,reel,Technology,Hashtags,1,2025-01-14 15:00:00,2025-01-14,15,Tuesday,505,9,18,78,12831,16212,0.0376,171,118,7,medium,3.76
IG0004399,3,brand,10018,carousel,Technology,Explore,1,2025-08-10 00:00:00,2025-08-10,0,Sunday,84,2,3,14,1308,1763,0.0584,507,131,11,viral,5.84
IG0004402,16,creator,9696,image,Technology,Hashtags,0,2024-12-17 08:00:00,2024-12-17,8,Tuesday,137,4,3,13,10898,15741,0.01,498,126,13,low,1.0
IG0004411,6,creator,10034,image,Technology,Reels Feed,1,2025-03-26 02:00:00,2025-03-26,2,Wednesday,123,3,6,15,4830,7370,0.0199,712,135,3,low,1.99
IG0004416,7,brand,3551,carousel,Technology,Explore,0,2025-10-22 04:00:00,2025-10-22,4,Wednesday,98,0,6,12,1837,2559,0.0453,2,112,5,high,4.53
IG0004418,13,creator,5824,carousel,Technology,External,1,2024-12-10 09:00:00,2024-12-10,9,Tuesday,371,10,21,53,4669,6539,0.0696,607,127,8,viral,6.96
IG0004425,16,creator,9696,reel,Technology,External,0,2025-08-24 08:00:00,2025-08-24,8,Sunday,147,3,11,13,2019,2556,0.0681,134,132,9,viral,6.81
IG0004443,13,creator,5824,reel,Technology,Profile,0,2025-10-22 18:00:00,2025-10-22,18,Wednesday,391,8,21,50,6265,9699,0.0485,38,108,9,high,4.85
IG0004448,20,brand,31095,image,Technology,Hashtags,0,2025-05-14 00:00:00,2025-05-14,0,Wednesday,143,2,3,20,2655,3879,0.0433,388,116,5,high,4.33
IG0004460,14,brand,3083,image,Technology,Explore,0,2025-10-15 03:00:00,2025-10-15,3,Wednesday,90,3,3,14,3376,5351,0.0206,852,120,10,low,2.06
IG0004463,15,creator,8167,carousel,Technology,Profile,1,2025-07-01 18:00:00,2025-07-01,18,Tuesday,949,23,0,155,15059,17751,0.0635,77,122,7,viral,6.35
IG0004470,18,creator,7486,reel,Technology,Hashtags,0,2025-03-04 12:00:00,2025-03-04,12,Tuesday,1131,33,64,166,24624,27865,0.05,422,134,8,high,5.0
IG0004473,13,creator,5824,reel,Technology,Hashtags,0,2025-08-16 17:00:00,2025-08-16,17,Saturday,243,4,12,44,6108,8744,0.0347,303,107,8,medium,3.47
IG0004476,18,brand,7486,carousel,Technology,Home Feed,0,2024-11-27 19:00:00,2024-11-27,19,Wednesday,453,33,21,66,6081,7389,0.0775,495,140,11,low,7.75
IG0004489,20,creator,31095,image,Technology,Explore,0,2025-09-19 22:00:00,2025-09-19,22,Friday,602,23,26,92,12844,14859,0.05,157,98,14,high,5.0
IG0004490,1,creator,9461,carousel,Technology,Reels Feed,0,2025-04-15 23:00:00,2025-04-15,23,Tuesday,342,9,18,48,4508,5400,0.0772,891,116,8,viral,7.72
IG0004501,15,brand,8167,reel,Technology,Explore,1,2025-08-06 09:00:00,2025-08-06,9,Wednesday,322,11,14,39,12420,17583,0.022,907,136,11,low,2.2
IG0004505,14,creator,3083,reel,Technology,External,1,2025-09-01 07:00:00,2025-09-01,7,Monday,351,12,14,51,6362,8390,0.051,442,123,7,high,5.1
IG0004506,8,creator,15986,image,Technology,Hashtags,1,2025-09-04 12:00:00,2025-09-04,12,Thursday,137,0,3,26,4342,6912,0.024,624,141,8,medium,2.4
IG0004519,8,creator,15986,carousel,Technology,Hashtags,0,2025-08-17 23:00:00,2025-08-17,23,Sunday,115,2,10,26,6725,9341,0.0164,743,134,10,low,1.64
IG0004533,19,creator,3447,image,Technology,Profile,1,2025-01-31 07:00:00,2025-01-31,7,Friday,43,1,1,6,1640,2532,0.0201,656,129,14,low,2.01
IG0004548,17,creator,15923,image,Technology,Reels Feed,1,2025-02-20 18:00:00,2025-02-20,18,Thursday,110,2,2,22,1848,2919,0.0466,992,137,5,high,4.66
IG0004566,1,brand,9461,reel,Technology,Reels Feed,0,2025-09-15 01:00:00,2025-09-15,1,Monday,551,14,30,79,7896,11027,0.0611,112,110,10,viral,6.11
IG0004570,18,creator,7486,image,Technology,Explore,0,2025-08-14 04:00:00,2025-08-14,4,Thursday,953,30,49,147,15212,24199,0.0487,711,134,6,high,4.87
IG0004574,9,brand,6916,image,Technology,Reels Feed,0,2025-10-19 19:00:00,2025-10-19,19,Sunday,261,10,21,49,3726,4863,0.0701,780,123,5,viral,7.01
IG0004579,13,creator,5824,image,Technology,Profile,0,2025-10-23 15:00:00,2025-10-23,15,Thursday,181,4,16,22,2850,4416,0.0505,61,117,13,high,5.05
IG0004584,20,creator,31095,image,Technology,Profile,1,2025-06-26 12:00:00,2025-06-26,12,Thursday,54,1,1,12,4813,7543,0.009,686,118,8,low,0.9
IG0004593,15,brand,8167,carousel,Technology,Explore,1,2025-05-16 13:00:00,2025-05-16,13,Friday,966,0,44,132,15630,23692,0.0482,180,119,13,high,4.82
IG0004613,20,creator,31095,carousel,Technology,External,0,2024-12-24 07:00:00,2024-12-24,7,Tuesday,425,15,24,57,6369,8986,0.058,173,135,11,viral,5.8
IG0004620,5,brand,10739,carousel,Technology,Profile,0,2024-12-16 20:00:00,2024-12-16,20,Monday,296,8,8,35,3923,5698,0.0609,858,108,4,viral,6.09
IG0004641,5,brand,10739,image,Technology,Home Feed,1,2025-05-30 05:00:00,2025-05-30,5,Friday,49,3,2,6,4487,6756,0.0089,740,123,6,low,0.89
IG0004649,8,creator,15986,reel,Technology,Explore,1,2025-01-24 11:00:00,2025-01-24,11,Friday,147,6,4,19,1949,2435,0.0723,162,105,3,viral,7.23
IG0004664,8,creator,15986,image,Technology,Profile,1,2025-07-28 18:00:00,2025-07-28,18,Monday,594,27,34,90,9436,12674,0.0588,697,109,9,viral,5.88
IG0004683,6,creator,10034,image,Technology,Home Feed,0,2025-03-06 07:00:00,2025-03-06,7,Thursday,246,7,12,38,6078,8639,0.0351,88,115,6,medium,3.51
IG0004708,18,brand,7486,reel,Technology,Home Feed,0,2025-09-02 10:00:00,2025-09-02,10,Tuesday,168,8,11,20,4224,6012,0.0344,543,112,7,medium,3.44
IG0004711,14,creator,3083,carousel,Technology,Reels Feed,0,2025-05-02 02:00:00,2025-05-02,2,Friday,52,0,5,6,2828,3794,0.0166,584,112,8,low,1.66
IG0004713,13,brand,5824,image,Technology,Hashtags,0,2025-08-14 17:00:00,2025-08-14,17,Thursday,201,4,10,29,4165,5930,0.0411,312,137,11,medium,4.11
IG0004714,7,creator,3551,image,Technology,Profile,1,2025-06-19 13:00:00,2025-06-19,13,Thursday,80,2,6,9,2189,3327,0.0292,123,122,11,medium,2.92
IG0004742,16,creator,9696,image,Technology,External,0,2025-11-08 21:00:00,2025-11-08,21,Saturday,157,4,5,18,2039,2931,0.0628,401,133,7,viral,6.28
IG0004749,4,creator,4972,reel,Technology,Explore,0,2025-01-15 22:00:00,2025-01-15,22,Wednesday,409,16,20,61,5860,7163,0.0706,492,129,7,viral,7.06
IG0004758,7,creator,3551,carousel,Technology,Profile,1,2025-04-27 00:00:00,2025-04-27,0,Sunday,361,9,21,43,6898,9535,0.0455,956,124,7,high,4.55
IG0004762,7,brand,3551,image,Technology,External,0,2025-03-27 02:00:00,2025-03-27,2,Thursday,207,3,8,35,3581,5521,0.0458,641,120,14,high,4.58
IG0004772,18,creator,7486,image,Technology,Reels Feed,0,2024-12-16 21:00:00,2024-12-16,21,Monday,176,5,13,25,3680,5294,0.0414,239,130,7,medium,4.14
IG0004778,5,creator,10739,image,Technology,Reels Feed,0,2025-02-17 00:00:00,2025-02-17,0,Monday,1079,23,62,154,14556,17984,0.0733,485,108,8,viral,7.33
IG0004783,6,creator,10034,reel,Technology,Profile,1,2025-07-21 14:00:00,2025-07-21,14,Monday,162,8,7,20,6119,6878,0.0286,997,108,12,medium,2.86
IG0004787,8,creator,15986,carousel,Technology,External,0,2025-02-03 09:00:00,2025-02-03,9,Monday,78,1,2,17,2500,3153,0.0311,559,139,11,medium,3.11
IG0004823,19,brand,3447,carousel,Technology,Reels Feed,0,2025-06-09 21:00:00,2025-06-09,21,Monday,345,6,13,53,5038,5952,0.0701,853,116,11,viral,7.01
IG0004837,14,brand,3083,carousel,Technology,Reels Feed,1,2025-04-03 01:00:00,2025-04-03,1,Thursday,359,12,26,44,5021,7717,0.0571,689,116,5,viral,5.71
IG0004838,3,brand,10018,carousel,Technology,Reels Feed,1,2025-10-28 06:00:00,2025-10-28,6,Tuesday,614,17,34,0,9351,10877,0.0611,83,122,4,viral,6.11
IG0004851,10,creator,4542,carousel,Technology,External,0,2025-09-03 21:00:00,2025-09-03,21,Wednesday,156,4,6,26,7176,10766,0.0178,811,106,9,low,1.78
IG0004869,4,creator,4972,reel,Technology,External,1,2025-09-19 02:00:00,2025-09-19,2,Friday,140,5,8,18,2046,2715,0.063,631,115,8,viral,6.3
IG0004872,15,creator,8167,carousel,Technology,Home Feed,0,2025-02-13 13:00:00,2025-02-13,13,Thursday,48,0,0,9,3726,5789,0.0098,416,107,9,low,0.98
IG0004875,15,brand,8167,carousel,Technology,Home Feed,1,2025-04-17 13:00:00,2025-04-17,13,Thursday,164,9,12,21,7830,12237,0.0168,267,98,7,low,1.68
IG0004885,5,creator,10739,image,Technology,Reels Feed,0,2025-04-17 05:00:00,2025-04-17,5,Thursday,334,10,14,50,5125,7466,0.0546,646,134,9,high,5.46
IG0004887,4,creator,4972,reel,Technology,External,0,2025-11-01 05:00:00,2025-11-01,5,Saturday,1083,30,70,171,14757,19956,0.0678,980,127,6,viral,6.78
IG0004893,10,creator,4542,image,Technology,External,1,2025-07-12 03:00:00,2025-07-12,3,Saturday,208,7,13,29,3067,4824,0.0533,371,126,10,high,5.33
IG0004922,4,creator,4972,carousel,Technology,Explore,0,2025-07-11 23:00:00,2025-07-11,23,Friday,236,9,11,33,2977,3555,0.0813,462,116,6,viral,8.13
IG0004926,4,creator,4972,image,Technology,Explore,1,2025-03-24 04:00:00,2025-03-24,4,Monday,119,2,5,19,11535,16256,0.0089,535,114,6,low,0.89
IG0004932,6,creator,10034,image,Technology,Home Feed,0,2025-04-10 00:00:00,2025-04-10,0,Thursday,209,10,13,39,10069,12071,0.0225,244,118,5,low,2.25
IG0004937,9,creator,6916,carousel,Technology,Hashtags,0,2025-10-31 12:00:00,2025-10-31,12,Friday,50,1,0,10,3549,4597,0.0133,276,109,8,low,1.33
IG0004946,12,creator,13798,image,Technology,External,0,2025-06-05 05:00:00,2025-06-05,5,Thursday,120,3,9,14,1820,2209,0.0661,328,129,12,viral,6.61
IG0004957,19,brand,3447,carousel,Technology,Home Feed,1,2025-09-02 09:00:00,2025-09-02,9,Tuesday,371,19,17,0,7858,11976,0.034,20,120,9,medium,3.4
IG0004958,2,brand,22291,carousel,Technology,Home Feed,1,2025-01-27 06:00:00,2025-01-27,6,Monday,127,6,6,23,2083,2887,0.0561,755,100,10,viral,5.61
IG0004975,12,creator,13798,image,Technology,Home Feed,0,2025-02-28 09:00:00,2025-02-28,9,Friday,376,11,22,55,6261,7891,0.0588,793,112,8,high,5.88
IG0004980,15,creator,8167,carousel,Technology,Reels Feed,0,2025-08-29 16:00:00,2025-08-29,16,Friday,165,6,8,23,3592,5641,0.0358,773,141,8,medium,3.58
IG0004981,10,brand,4542,carousel,Technology,Explore,0,2025-02-26 18:00:00,2025-02-26,18,Wednesday,146,4,4,15,6022,9368,0.018,722,114,9,low,1.8
IG0004994,3,creator,10018,reel,Technology,Reels Feed,1,2025-09-10 00:00:00,2025-09-10,0,Wednesday,1816,55,82,304,26795,31523,0.0716,94,124,6,viral,7.16
IG0004996,3,brand,10018,carousel,Technology,Reels Feed,1,2025-07-12 09:00:00,2025-07-12,9,Saturday,809,23,34,120,16462,20383,0.0484,785,125,5,high,4.84
IG0005006,10,creator,4542,image,Technology,Profile,0,2025-06-07 09:00:00,2025-06-07,9,Saturday,0,16,28,106,10935,12493,0.012,787,125,6,viral,1.2
IG0005019,9,brand,6916,image,Technology,Home Feed,1,2025-10-04 21:00:00,2025-10-04,21,Saturday,897,24,37,0,30127,37521,0.0255,587,104,8,medium,2.55
IG0005028,10,creator,4542,image,Technology,External,0,2025-01-23 19:00:00,2025-01-23,19,Thursday,307,12,13,40,8139,11241,0.0331,748,117,8,medium,3.31
IG0005042,5,creator,10739,image,Technology,Explore,0,2024-11-19 14:00:00,2024-11-19,14,Tuesday,143,2,8,24,7169,11259,0.0157,807,106,5,low,1.57
IG0005051,2,brand,22291,image,Technology,Reels Feed,1,2025-06-30 11:00:00,2025-06-30,11,Monday,473,12,22,71,11701,14041,0.0412,86,133,9,high,4.12
IG0005067,13,creator,5824,carousel,Technology,Home Feed,1,2025-06-05 01:00:00,2025-06-05,1,Thursday,588,12,37,93,7445,10723,0.0681,901,122,6,viral,6.81
IG0005071,8,brand,15986,carousel,Technology,Explore,0,2025-02-13 23:00:00,2025-02-13,23,Thursday,43,0,1,10,3987,5623,0.0096,967,117,8,low,0.96
IG0005074,7,creator,3551,carousel,Technology,Profile,0,2025-01-24 16:00:00,2025-01-24,16,Friday,61,0,3,7,4159,5407,0.0131,203,108,6,low,1.31
IG0005082,7,brand,3551,image,Technology,External,0,2025-06-10 22:00:00,2025-06-10,22,Tuesday,2730,96,141,342,17847,22854,0.1448,273,128,10,high,14.48
IG0005130,2,brand,22291,reel,Technology,Home Feed,0,2025-10-01 03:00:00,2025-10-01,3,Wednesday,816,30,33,126,10798,12279,0.0818,332,123,9,viral,8.18
IG0005142,20,brand,31095,carousel,Technology,Hashtags,0,2025-06-15 22:00:00,2025-06-15,22,Sunday,153,7,12,25,2407,3801,0.0518,792,120,8,high,5.18
IG0005166,11,creator,9044,reel,Technology,Hashtags,1,2025-09-15 09:00:00,2025-09-15,9,Monday,110,3,9,16,4538,5019,0.0275,244,131,9,low,2.75
IG0005172,7,creator,3551,carousel,Technology,Home Feed,0,2025-02-25 04:00:00,2025-02-25,4,Tuesday,76,1,3,13,3545,5355,0.0174,140,126,6,low,1.74
IG0005175,15,brand,8167,image,Technology,Reels Feed,0,2025-04-20 06:00:00,2025-04-20,6,Sunday,101,2,4,13,2248,2599,0.0462,40,119,5,high,4.62
IG0005176,14,brand,3083,carousel,Technology,Home Feed,0,2025-03-30 12:00:00,2025-03-30,12,Sunday,266,5,11,38,3504,4347,0.0736,612,95,9,viral,7.36
IG0005183,19,creator,3447,image,Technology,Explore,0,2025-07-31 15:00:00,2025-07-31,15,Thursday,75,4,4,7,1651,2018,0.0446,210,115,5,high,4.46
IG0005191,3,brand,10018,reel,Technology,Explore,1,2025-03-16 01:00:00,2025-03-16,1,Sunday,180,6,6,28,2426,3277,0.0671,383,120,14,viral,6.71
IG0005204,11,creator,9044,carousel,Technology,Home Feed,1,2025-09-04 12:00:00,2025-09-04,12,Thursday,408,8,21,60,13162,20094,0.0247,574,128,8,low,2.47
IG0005207,14,brand,3083,image,Technology,Explore,1,2025-01-09 12:00:00,2025-01-09,12,Thursday,82,1,3,10,5007,7280,0.0132,989,115,7,low,1.32
IG0005208,16,creator,9696,image,Technology,Hashtags,0,2025-05-15 22:00:00,2025-05-15,22,Thursday,370,12,17,65,6136,8160,0.0569,866,124,12,viral,5.69
IG0005233,13,creator,5824,image,Technology,Home Feed,0,2025-07-19 03:00:00,2025-07-19,3,Saturday,246,13,15,35,6629,8485,0.0364,499,105,5,medium,3.64
IG0005252,18,creator,7486,carousel,Technology,Reels Feed,0,2025-06-15 00:00:00,2025-06-15,0,Sunday,348,11,19,51,8300,9602,0.0447,310,127,12,high,4.47
IG0005257,12,creator,13798,carousel,Technology,Hashtags,1,2025-01-31 03:00:00,2025-01-31,3,Friday,1475,41,59,230,39002,62323,0.029,471,122,2,medium,2.9
IG0005259,4,brand,4972,reel,Technology,Profile,1,2025-04-07 21:00:00,2025-04-07,21,Monday,1015,29,60,157,16805,24938,0.0506,272,118,12,high,5.06
IG0005277,16,creator,9696,carousel,Technology,Home Feed,0,2024-11-28 20:00:00,2024-11-28,20,Thursday,63,0,2,5,4458,7109,0.0098,54,112,5,low,0.98
IG0005278,3,creator,10018,image,Technology,Hashtags,1,2025-09-07 16:00:00,2025-09-07,16,Sunday,156,4,6,27,5406,6692,0.0288,402,113,4,medium,2.88
IG0005297,1,brand,9461,image,Technology,Hashtags,0,2025-10-27 14:00:00,2025-10-27,14,Monday,354,12,19,70,12423,18319,0.0248,802,126,5,low,2.48
IG0005301,12,creator,13798,reel,Technology,Hashtags,0,2025-11-14 23:00:00,2025-11-14,23,Friday,1255,39,70,222,25610,37664,0.0421,643,119,10,high,4.21
IG0005302,8,creator,15986,carousel,Technology,Reels Feed,1,2025-01-14 12:00:00,2025-01-14,12,Tuesday,69,1,3,0,1849,2442,0.0299,72,119,14,medium,2.99
IG0005325,11,creator,9044,carousel,Technology,External,1,2025-01-14 07:00:00,2025-01-14,7,Tuesday,140,3,8,26,7920,10134,0.0175,502,117,7,low,1.75
IG0005328,6,creator,10034,carousel,Technology,Explore,0,2025-02-23 08:00:00,2025-02-23,8,Sunday,154,3,7,19,2525,3027,0.0605,703,119,8,viral,6.05
IG0005337,2,creator,22291,reel,Technology,Profile,1,2025-04-08 21:00:00,2025-04-08,21,Tuesday,33,2,1,6,2469,3775,0.0111,883,131,4,low,1.11
IG0005352,10,creator,4542,image,Technology,Hashtags,1,2025-06-21 19:00:00,2025-06-21,19,Saturday,62,0,2,9,4323,6544,0.0112,421,113,5,low,1.12
IG0005368,3,creator,10018,image,Technology,Hashtags,1,2025-08-06 11:00:00,2025-08-06,11,Wednesday,1092,36,66,0,13693,21640,0.0552,99,118,7,viral,5.52
IG0005370,8,creator,15986,image,Technology,Hashtags,0,2025-03-17 01:00:00,2025-03-17,1,Monday,292,6,16,48,5622,6907,0.0524,633,124,11,high,5.24
IG0005379,13,brand,5824,image,Technology,Explore,0,2025-06-26 03:00:00,2025-06-26,3,Thursday,456,10,18,61,7726,9068,0.0601,528,101,3,viral,6.01
IG0005383,14,brand,3083,image,Technology,Hashtags,1,2025-03-23 09:00:00,2025-03-23,9,Sunday,594,22,41,87,7579,10228,0.0727,245,115,8,viral,7.27
IG0005400,17,creator,15923,image,Technology,Profile,1,2025-01-29 14:00:00,2025-01-29,14,Wednesday,148,3,11,20,2880,3564,0.0511,748,127,8,high,5.11
IG0005404,14,brand,3083,carousel,Technology,Explore,1,2025-01-10 20:00:00,2025-01-10,20,Friday,209,5,9,27,6975,8888,0.0281,885,125,11,medium,2.81
IG0005409,11,brand,9044,image,Technology,Home Feed,0,2025-11-18 00:00:00,2025-11-18,0,Tuesday,364,12,18,56,6396,9827,0.0458,924,115,6,high,4.58
IG0005414,18,creator,7486,carousel,Technology,Hashtags,1,2025-06-30 13:00:00,2025-06-30,13,Monday,182,6,10,37,7208,10553,0.0223,597,117,5,low,2.23
IG0005432,16,creator,9696,reel,Technology,Explore,0,2025-02-15 00:00:00,2025-02-15,0,Saturday,51,1,2,12,2607,3208,0.0206,581,111,11,low,2.06
IG0005435,13,creator,5824,image,Technology,Reels Feed,0,2025-05-06 16:00:00,2025-05-06,16,Tuesday,326,11,24,51,5778,6877,0.0599,709,118,11,viral,5.99
IG0005436,13,brand,5824,reel,Technology,Explore,0,2025-03-09 06:00:00,2025-03-09,6,Sunday,406,8,18,68,5524,8819,0.0567,725,120,6,high,5.67
IG0005438,20,creator,31095,carousel,Technology,Explore,0,2025-08-15 15:00:00,2025-08-15,15,Friday,55,2,5,8,1852,2097,0.0334,378,123,6,medium,3.34
IG0005444,13,creator,5824,reel,Technology,Reels Feed,1,2025-04-25 08:00:00,2025-04-25,8,Friday,657,21,30,103,8444,11184,0.0725,927,113,4,viral,7.25
IG0005449,13,creator,5824,carousel,Technology,Home Feed,1,2024-12-10 21:00:00,2024-12-10,21,Tuesday,301,14,12,41,4592,5298,0.0695,676,123,4,viral,6.95
IG0005451,15,creator,8167,image,Technology,Explore,1,2025-01-12 19:00:00,2025-01-12,19,Sunday,111,4,4,8,1601,2257,0.0563,522,113,9,high,5.63
IG0005462,19,creator,3447,image,Technology,Reels Feed,1,2025-03-26 00:00:00,2025-03-26,0,Wednesday,163,5,6,27,2293,3042,0.0661,845,128,5,viral,6.61
IG0005470,17,creator,15923,reel,Technology,Reels Feed,0,2025-08-12 18:00:00,2025-08-12,18,Tuesday,731,21,21,111,13477,20990,0.0421,208,120,7,high,4.21
IG0005475,8,creator,15986,carousel,Technology,Reels Feed,0,2025-07-12 18:00:00,2025-07-12,18,Saturday,145,2,10,22,8927,14140,0.0127,181,117,7,low,1.27
IG0005476,16,creator,9696,carousel,Technology,Reels Feed,0,2024-12-01 11:00:00,2024-12-01,11,Sunday,126,3,2,16,3271,4116,0.0357,942,122,12,medium,3.57
IG0005497,1,creator,9461,image,Technology,Reels Feed,1,2025-02-21 04:00:00,2025-02-21,4,Friday,90,4,3,15,2646,2985,0.0375,90,131,7,medium,3.75
IG0005518,17,creator,15923,carousel,Technology,External,0,2024-12-10 06:00:00,2024-12-10,6,Tuesday,151,6,3,18,2493,3563,0.05,441,129,10,high,5.0
IG0005527,11,creator,9044,carousel,Technology,External,0,2025-05-30 20:00:00,2025-05-30,20,Friday,213,8,9,35,2935,4669,0.0568,719,122,7,high,5.68
IG0005531,11,creator,9044,carousel,Technology,Home Feed,0,2024-11-30 11:00:00,2024-11-30,11,Saturday,41,0,6,4,1947,2409,0.0212,318,112,7,low,2.12
IG0005534,8,creator,15986,reel,Technology,Explore,0,2025-07-23 18:00:00,2025-07-23,18,Wednesday,198,9,10,32,4788,5529,0.045,805,104,6,high,4.5
IG0005542,13,creator,5824,carousel,Technology,External,1,2025-10-30 00:00:00,2025-10-30,0,Thursday,66,1,4,7,5639,8004,0.0097,740,115,11,low,0.97
IG0005544,1,creator,9461,carousel,Technology,Home Feed,0,2025-02-12 21:00:00,2025-02-12,21,Wednesday,21,2,3,4,449,652,0.046,797,128,2,high,4.6
IG0005549,2,brand,22291,carousel,Technology,Hashtags,0,2025-01-30 06:00:00,2025-01-30,6,Thursday,106,5,7,13,3800,5704,0.023,825,118,9,low,2.3
IG0005561,2,creator,22291,carousel,Technology,Reels Feed,1,2025-03-22 05:00:00,2025-03-22,5,Saturday,863,22,43,119,12501,19949,0.0525,18,106,8,high,5.25
IG0005566,2,creator,22291,image,Technology,Explore,0,2025-04-28 10:00:00,2025-04-28,10,Monday,94,2,5,19,2852,3558,0.0337,477,121,11,medium,3.37
IG0005567,13,brand,5824,carousel,Technology,Home Feed,1,2025-08-01 13:00:00,2025-08-01,13,Friday,67,0,5,6,3319,3820,0.0204,431,126,9,low,2.04
IG0005577,18,creator,7486,reel,Technology,Explore,1,2025-02-05 07:00:00,2025-02-05,7,Wednesday,212,3,7,42,4233,4841,0.0545,67,136,8,high,5.45
IG0005579,9,brand,6916,image,Technology,Explore,0,2025-07-31 01:00:00,2025-07-31,1,Thursday,399,0,11,62,6435,9836,0.048,455,137,9,high,4.8
IG0005580,15,brand,8167,image,Technology,Explore,1,2025-10-02 01:00:00,2025-10-02,1,Thursday,196,6,12,31,6088,8260,0.0297,419,113,8,medium,2.97
IG0005582,8,creator,15986,reel,Technology,Hashtags,0,2025-10-21 12:00:00,2025-10-21,12,Tuesday,206,4,0,33,2972,3599,0.0675,485,120,16,viral,6.75
IG0005586,4,creator,4972,carousel,Technology,Home Feed,1,2025-04-20 13:00:00,2025-04-20,13,Sunday,211,4,12,38,2942,3411,0.0777,839,137,7,viral,7.77
IG0005587,17,creator,15923,carousel,Technology,Home Feed,0,2025-08-03 00:00:00,2025-08-03,0,Sunday,85,3,6,14,5323,6371,0.017,863,108,8,low,1.7
IG0005594,20,creator,31095,reel,Technology,External,0,2025-10-18 20:00:00,2025-10-18,20,Saturday,161,6,11,28,9083,14030,0.0147,140,140,7,low,1.47
IG0005605,8,creator,15986,image,Technology,Hashtags,0,2025-03-01 02:00:00,2025-03-01,2,Saturday,98,3,2,15,1946,3073,0.0384,430,109,12,medium,3.84
IG0005624,7,brand,3551,image,Technology,External,0,2025-02-11 22:00:00,2025-02-11,22,Tuesday,37,2,1,8,1540,1884,0.0255,130,141,9,medium,2.55
IG0005643,11,brand,9044,carousel,Technology,Profile,0,2025-05-15 10:00:00,2025-05-15,10,Thursday,320,9,18,51,4595,5130,0.0776,296,126,7,viral,7.76
IG0005655,14,creator,3083,carousel,Technology,Hashtags,0,2025-07-06 15:00:00,2025-07-06,15,Sunday,464,16,24,72,6519,8328,0.0692,561,112,9,viral,6.92
IG0005664,15,creator,8167,reel,Technology,Explore,1,2025-07-06 02:00:00,2025-07-06,2,Sunday,44,0,2,4,4022,5825,0.0086,140,128,2,low,0.86
IG0005684,14,creator,3083,carousel,Technology,Reels Feed,0,2025-08-12 10:00:00,2025-08-12,10,Tuesday,354,10,14,0,9628,12589,0.03,747,121,7,medium,3.0
IG0005707,13,creator,5824,carousel,Technology,External,0,2025-05-17 22:00:00,2025-05-17,22,Saturday,934,0,46,160,11890,18272,0.0624,919,93,5,viral,6.24
IG0005711,16,brand,9696,carousel,Technology,External,1,2025-07-27 08:00:00,2025-07-27,8,Sunday,49,1,5,5,3928,5630,0.0107,681,116,9,low,1.07
IG0005712,6,creator,10034,reel,Technology,Home Feed,0,2025-06-15 00:00:00,2025-06-15,0,Sunday,138,3,8,30,4000,4771,0.0375,461,141,10,medium,3.75
IG0005714,12,creator,13798,image,Technology,External,0,2025-07-09 23:00:00,2025-07-09,23,Wednesday,206,9,21,29,3766,4717,0.0562,966,106,8,high,5.62
IG0005716,11,brand,9044,image,Technology,External,0,2025-09-25 08:00:00,2025-09-25,8,Thursday,83,5,3,13,4142,5401,0.0193,488,115,5,low,1.93
